States,Date,Confirmed Cases,Recovered Cases,Death Cases
Arkansas,2/1/2020,0,0,0
Arkansas,1/31/2020,0,0,0
Arkansas,1/30/2020,0,0,0
Arkansas,1/29/2020,0,0,0
Arkansas,1/28/2020,0,0,0
Arkansas,1/27/2020,0,0,0
Arkansas,1/26/2020,0,0,0
Arkansas,1/25/2020,0,0,0
Arkansas,1/24/2020,0,0,0
Arkansas,1/23/2020,0,0,0
Arkansas,1/22/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,952,0,18
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/19/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,751,0,13
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/18/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,698,6,12
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/17/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,557,6,7
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/16/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,426,6,6
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/15/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,340,6,5
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/14/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,282,6,4
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/13/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,221,6,4
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/12/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,177,2,3
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/11/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,144,2,2
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/10/2020,0,0,0
California,3/9/2020,2,0,0
California,3/9/2020,0,0,0
California,3/9/2020,0,0,0
California,3/9/2020,9,0,0
California,3/9/2020,1,0,0
California,3/9/2020,1,0,0
California,3/9/2020,14,0,0
California,3/9/2020,1,0,0
California,3/9/2020,0,0,0
California,3/9/2020,0,0,0
California,3/9/2020,4,0,0
California,3/9/2020,7,0,1
California,3/9/2020,1,0,0
California,3/9/2020,2,0,0
California,3/9/2020,2,0,0
California,3/9/2020,3,1,0
California,3/9/2020,9,0,0
California,3/9/2020,0,0,0
California,3/9/2020,2,0,0
California,3/9/2020,38,1,0
California,3/9/2020,0,0,0
California,3/9/2020,1,0,0
California,3/9/2020,0,0,0
California,3/9/2020,3,0,0
California,3/9/2020,0,0,0
California,3/9/2020,0,0,0
California,3/9/2020,1,0,0
California,3/8/2020,2,0,0
California,3/8/2020,0,0,0
California,3/8/2020,0,0,0
California,3/8/2020,9,0,0
California,3/8/2020,1,0,0
California,3/8/2020,1,0,0
California,3/8/2020,14,0,0
California,3/8/2020,1,0,0
California,3/8/2020,0,0,0
California,3/8/2020,0,0,0
California,3/8/2020,3,0,0
California,3/8/2020,5,0,1
California,3/8/2020,1,0,0
California,3/8/2020,2,0,0
California,3/8/2020,2,0,0
California,3/8/2020,3,1,0
California,3/8/2020,9,0,0
California,3/8/2020,0,0,0
California,3/8/2020,2,0,0
California,3/8/2020,38,1,0
California,3/8/2020,0,0,0
California,3/8/2020,0,0,0
California,3/8/2020,0,0,0
California,3/8/2020,1,0,0
California,3/8/2020,0,0,0
California,3/8/2020,0,0,0
California,3/8/2020,1,0,0
California,3/7/2020,2,0,0
California,3/7/2020,0,0,0
California,3/7/2020,0,0,0
California,3/7/2020,3,0,0
California,3/7/2020,0,0,0
California,3/7/2020,1,0,0
California,3/7/2020,14,0,0
California,3/7/2020,1,0,0
California,3/7/2020,0,0,0
California,3/7/2020,0,0,0
California,3/7/2020,3,0,0
California,3/7/2020,5,0,1
California,3/7/2020,0,0,0
California,3/7/2020,2,0,0
California,3/7/2020,2,0,0
California,3/7/2020,3,1,0
California,3/7/2020,9,0,0
California,3/7/2020,0,0,0
California,3/7/2020,2,0,0
California,3/7/2020,32,1,0
California,3/7/2020,0,0,0
California,3/7/2020,0,0,0
California,3/7/2020,0,0,0
California,3/7/2020,1,0,0
California,3/7/2020,0,0,0
California,3/7/2020,0,0,0
California,3/7/2020,1,0,0
California,3/6/2020,1,0,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,3,0,0
California,3/6/2020,0,0,0
California,3/6/2020,1,0,0
California,3/6/2020,13,0,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,3,0,0
California,3/6/2020,5,0,1
California,3/6/2020,0,0,0
California,3/6/2020,2,0,0
California,3/6/2020,2,0,0
California,3/6/2020,3,1,0
California,3/6/2020,2,0,0
California,3/6/2020,0,0,0
California,3/6/2020,2,0,0
California,3/6/2020,20,1,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,1,0,0
California,3/6/2020,0,0,0
California,3/6/2020,0,0,0
California,3/6/2020,1,0,0
California,3/5/2020,1,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,1,0,0
California,3/5/2020,0,0,0
California,3/5/2020,1,0,0
California,3/5/2020,11,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,3,0,0
California,3/5/2020,2,0,1
California,3/5/2020,0,0,0
California,3/5/2020,2,0,0
California,3/5/2020,2,0,0
California,3/5/2020,3,1,0
California,3/5/2020,2,0,0
California,3/5/2020,0,0,0
California,3/5/2020,2,0,0
California,3/5/2020,20,1,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,1,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/5/2020,0,0,0
California,3/4/2020,1,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,1,0,0
California,3/4/2020,0,0,0
California,3/4/2020,1,0,0
California,3/4/2020,7,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,3,0,0
California,3/4/2020,2,0,1
California,3/4/2020,0,0,0
California,3/4/2020,2,0,0
California,3/4/2020,2,0,0
California,3/4/2020,2,1,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,2,0,0
California,3/4/2020,11,1,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,1,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/4/2020,0,0,0
California,3/3/2020,1,0,0
California,3/3/2020,0,0,0
California,3/3/2020,0,0,0
California,3/3/2020,0,0,0
California,3/3/2020,0,0,0
California,3/3/2020,1,0,0
